Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
closeBrowser(),Chrome 98.0.4758.82,,,2022-02-11 20:36:48,2022-02-11 20:36:49,0.984s,PASSED
,,,,,,,
Test Cases/Register_TestCase/Failed Reg_Phone number with 3 digits,Chrome 98.0.4758.82,,,2022-02-11 20:36:49,2022-02-11 20:37:08,18.889s,PASSED
"openBrowser("""")",Chrome 98.0.4758.82,,,2022-02-11 20:36:50,2022-02-11 20:36:51,1.548s,PASSED
"navigateToUrl(""https://dev.qlue.ai/register/"")",Chrome 98.0.4758.82,,,2022-02-11 20:36:51,2022-02-11 20:36:59,7.390s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Name_name""), ""Ganjar"")",Chrome 98.0.4758.82,,,2022-02-11 20:36:59,2022-02-11 20:37:00,1.280s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Email_email""), ""ganjarsayo10@gmail.com"")",Chrome 98.0.4758.82,,,2022-02-11 20:37:00,2022-02-11 20:37:01,0.944s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_Company_company""), ""PT. ABC"")",Chrome 98.0.4758.82,,,2022-02-11 20:37:01,2022-02-11 20:37:02,0.826s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/div_Phone_arrow down""))",Chrome 98.0.4758.82,,,2022-02-11 20:37:02,2022-02-11 20:37:03,0.785s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/span_Indonesia""))",Chrome 98.0.4758.82,,,2022-02-11 20:37:03,2022-02-11 20:37:05,2.804s,PASSED
"setText(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/input_358_phone""), ""813"")",Chrome 98.0.4758.82,,,2022-02-11 20:37:05,2022-02-11 20:37:06,0.898s,PASSED
"click(findTestObject(""Object Repository/Page_Qlue Smart City  Register Free Trial/button_GET STARTED NOW""))",Chrome 98.0.4758.82,,,2022-02-11 20:37:06,2022-02-11 20:37:07,0.505s,PASSED
"verifyElementPresent(findTestObject(""Page_Qlue Smart City  Register Free Trial/span_Digit minimal 4 and maximal 14""), 0)",Chrome 98.0.4758.82,,,2022-02-11 20:37:07,2022-02-11 20:37:07,0.502s,PASSED
closeBrowser(),Chrome 98.0.4758.82,,,2022-02-11 20:37:07,2022-02-11 20:37:08,0.842s,PASSED
